Timestamp,GPU Index,GPU Name,Utilization %,Memory Used (MiB),Memory Total (MiB)
2025-05-02 11:55:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 11:55:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 11:55:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 11:57:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 11:57:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 11:57:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 11:59:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 11:59:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 11:59:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:01:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:01:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:01:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:03:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:03:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:03:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:05:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:05:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:05:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:07:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:07:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:07:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:09:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:09:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:09:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:11:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:11:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:11:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:13:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:13:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:13:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:15:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:15:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:15:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:17:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:17:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:17:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:19:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:19:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:19:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:21:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:21:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:21:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:23:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:23:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:23:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:25:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:25:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:25:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:27:48,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:27:48,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:27:48,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:29:49,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:29:49,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:29:49,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
2025-05-02 12:31:49,0, NVIDIA RTX 6000 Ada Generation, 0, 1129, 49140
2025-05-02 12:31:49,1, NVIDIA RTX 6000 Ada Generation, 0, 33, 49140
2025-05-02 12:31:49,2, NVIDIA RTX 6000 Ada Generation, 0, 23, 49140
