Timestamp,GPU Index,GPU Name,Utilization %,Memory Used (MiB),Memory Total (MiB)
2025-04-29 16:57:27,0, NVIDIA RTX 6000 Ada Generation, 0, 336, 49140
2025-04-29 16:57:27,1, NVIDIA RTX 6000 Ada Generation, 0, 10, 49140
2025-04-29 16:57:27,2, NVIDIA RTX 6000 Ada Generation, 0, 10, 49140
2025-04-29 16:59:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 16:59:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 16:59:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:01:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:01:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:01:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:03:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:03:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:03:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:05:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:05:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:05:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:07:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:07:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:07:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:09:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:09:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:09:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:11:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:11:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:11:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:13:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:13:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:13:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:15:28,0, NVIDIA RTX 6000 Ada Generation, 0, 149, 49140
2025-04-29 17:15:28,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:15:28,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 17:17:29,0, NVIDIA RTX 6000 Ada Generation, 3, 130, 49140
2025-04-29 17:17:29,1, NVIDIA RTX 6000 Ada Generation, 0, 10, 49140
2025-04-29 17:17:29,2, NVIDIA RTX 6000 Ada Generation, 0, 9, 49140
