Timestamp,GPU Index,GPU Name,Utilization %,Memory Used (MiB),Memory Total (MiB)
2025-04-29 14:18:23,0, NVIDIA RTX 6000 Ada Generation, 2, 413, 49140
2025-04-29 14:18:23,1, NVIDIA RTX 6000 Ada Generation, 0, 77, 49140
2025-04-29 14:18:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:20:23,0, NVIDIA RTX 6000 Ada Generation, 0, 340, 49140
2025-04-29 14:20:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:20:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:22:23,0, NVIDIA RTX 6000 Ada Generation, 0, 340, 49140
2025-04-29 14:22:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:22:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:24:23,0, NVIDIA RTX 6000 Ada Generation, 0, 354, 49140
2025-04-29 14:24:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:24:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:26:23,0, NVIDIA RTX 6000 Ada Generation, 0, 354, 49140
2025-04-29 14:26:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:26:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:28:23,0, NVIDIA RTX 6000 Ada Generation, 1, 488, 49140
2025-04-29 14:28:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:28:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:30:23,0, NVIDIA RTX 6000 Ada Generation, 0, 420, 49140
2025-04-29 14:30:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:30:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:32:23,0, NVIDIA RTX 6000 Ada Generation, 0, 420, 49140
2025-04-29 14:32:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:32:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:34:23,0, NVIDIA RTX 6000 Ada Generation, 0, 434, 49140
2025-04-29 14:34:23,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:34:23,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:36:24,0, NVIDIA RTX 6000 Ada Generation, 0, 434, 49140
2025-04-29 14:36:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:36:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:38:24,0, NVIDIA RTX 6000 Ada Generation, 0, 435, 49140
2025-04-29 14:38:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:38:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:40:24,0, NVIDIA RTX 6000 Ada Generation, 0, 435, 49140
2025-04-29 14:40:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:40:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:42:24,0, NVIDIA RTX 6000 Ada Generation, 0, 435, 49140
2025-04-29 14:42:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:42:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:44:24,0, NVIDIA RTX 6000 Ada Generation, 0, 435, 49140
2025-04-29 14:44:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:44:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:46:24,0, NVIDIA RTX 6000 Ada Generation, 0, 435, 49140
2025-04-29 14:46:24,1, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
2025-04-29 14:46:24,2, NVIDIA RTX 6000 Ada Generation, 0, 12, 49140
